NodeName,OAGName,Name,City,Lon,Lat
SOF,Sofia Bulgaria,Vrazhdebna Airport,Sofia,23.41,42.69
SOQ,Sorong Indonesia,Jefman Airport,Sorong,131.29,-0.89
SOU,Southampton England UK,Southampton Airport,Southampton,-1.36,50.95
SPI,Springfield IL USA,Capital Airport,Springfield,-89.68,39.84
SPS,Wichita Falls TX USA,Sheppard Air Force Base,Wichita Falls,-98.49,33.99
SPU,Split Croatia,Split Airport,Split,16.3,43.54
SRE,Sucre Bolivia,Sucre Airport,Sucre,-65.3,-19.01
SRG,Semarang Indonesia,Achmad Uani Airport,Semarang,110.38,-6.98
SRX,Sert Libya,Sert Airport,Sert,16.61,31.06
SRZ,Santa Cruz Bolivia,El Trompillo Airport,Santa Cruz,-63.17,-17.8
SSA,Salvador BA Brazil,Airport Luis E. Magalhaes,Salvador,-38.34,-12.91
SSE,Sholapur India,Sholapur Airport,Sholapur,75.93,17.63
SSG,Malabo Equatorial Guinea,Santa Isabel Airport,Malabo,8.72,3.76
STG,St. George Is. AK USA,St. George Island Airport,Saint George Island,-169.55,56.6
STI,Santiago Dominican Rep.,Santiago Municipal Airport,Santiago,-70.6,19.4
STL,St. Louis(Intl) MO USA,Lambert-St. Louis International Airport,Saint Louis,-90.37,38.74
STM,Santarem Maestro Wilson Fonseca Brazil,Eduardo Gomes Airport,Santarem,-54.79,-2.42
STN,London(Stansted) England UK,Stansted Airport,London,0.26,51.89
STR,Stuttgart Germany,Echterdingen Airport,Stuttgart,9.19,48.69
STS,Santa Rosa CA USA,Sonoma County Airport,Santa Rosa,-122.81,38.51
STV,Surat India,Surat Gujarat Airport,Surat Gujarat,73.92,29.3
STW,Stavropol Shpakovskoye Russian Fed.,Stavropol Airport,Stavropol,42.01,45.33
SUB,Surabaya Indonesia,Juanda Airport,Surabaya,112.78,-7.38
SUJ,Satu Mare Romania,Satu Mare Airport,Satu Mare,22.88,47.7
SUV,Suva Fiji,Nausori Airport,Suva,178.56,-18.05
SVG,Stavanger Norway,Sola Airport,Stavanger,5.63,58.88
SVO,Moscow(Sheremetyevo) Russian Fed.,Sheremetyevo Airport,Moscow,37.42,55.97
SVP,Kuito Angola,Kuito Airport,Kuito,16.96,-12.4
SVQ,Seville Spain,Sevilla Airport,Sevilla,-5.9,37.42
SVX,Yekaterinburg Koltsovo Russian Fed.,Ekaterinburg Airport,Ekaterinburg,60.8,56.75
SWA,Shantou China,Shantou Airport,Shantou,116.76,23.43
SXB,Strasbourg (Intl) France,Entzheim Airport,Strasbourg,7.63,48.54
SXF,Berlin(Schoenefeld) Germany,Schoenefeld Airport,Berlin,13.52,52.37
SXV,Salem India,Salem Airport,Salem,78.17,11.65
SYD,Sydney(Intl) NS Australia,Kingsford Smith Airport,Sydney,151.18,-33.93
SYJ,Sirjan Iran,Sirjan Airport,Sirjan,55.66,29.55
SYM,Simao China,Simao Airport,Simao,100.96,22.8
SYQ,San Jose(Bolanos) Costa Rica,Tobias Bolanos International Airport,San Jose,-84.13,9.95
SYR,Syracuse NY USA,Hancock International Airport,Syracuse,-76.11,43.11
SYX,Sanya China,Sanya Airport,Sanya,109.41,18.31
SYZ,Shiraz Shahid Dastghaib Intl Iran,Shiraz Airport,Shiraz,52.59,29.55
SZB,Kuala Lumpur(Sultan Shah) Malaysia,Sultan Abdul Aziz Shah Airport,Kuala Lumpur,101.56,3.13
SZF,Samsun(Carsamba) Turkey,Carsamba Airport,Samsun,36.56,41.26
SZG,Salzburg Austria,W. A. Mozart Airport,Salzburg,13,47.79
SZX,Shenzhen China,Shenzhen Airport,Shenzhen,113.93,22.3
SZZ,Szczecin Poland,Goleniow Airport,Szczecin,14.89,53.59
TAE,Daegu Rep. of Korea,Daegu Airport,Daegu,128.64,35.9
TAK,Takamatsu Japan,Takamatsu Airport,Takamatsu,134.02,34.22
TAM,Tampico Mexico,Gen F Javier Mina Airport,Tampico,-97.87,22.29
TAO,Qingdao China,Qingdao Airport,Qingdao,120.38,36.27
TAP,Tapachula Mexico,Tapachula International Airport,Tapachula,-92.25,14.91
TAS,Tashkent(Vostochny) Uzbekistan,Yuzhny Airport,Tashkent,69.27,41.26
TAY,Tatu Estonia,Tartu Airport,Tartu,26.73,58.33
TBO,Tabora Tanzania,Tabora Airport,Tabora,32.84,-5.07
TBS,Tbilisi (Intl) Georgia,Novo Alexeyevka Airport,Tbilisi,44.96,41.67
TBW,Tambov Donskoye Russian Fed.,Tambov Airport,Tambov,41.43,52.72
TBZ,Tabriz International Iran,Tabriz Airport,Tabriz,46.24,38.12
TCG,Tacheng China,Tacheng Airport,Tacheng,83.33,46.67
TCQ,Tacna Peru,Tacna Airport,Tacna,-70.28,-18.06
TCR,Tuticorin India,Tuticorin Airport,Tuticorin,78.03,8.72
TDX,Trat Thailand,Trat Airport,Trat,102.32,12.27
TEE,Tbessa Algeria,Tebessa Airport,Tebessa,8.15,35.47
TEN,Tongren China,Tongren Airport,Tongren,109.05,27.63
TEQ,Tekirdag Turkey,Corlu Airport,Tekirdag,27.5,40.97
TET,Tete Mozambique,Matundo Airport,Tete,33.64,-16.1
TFN,Tenerife(Norte) Canary Is.,Norte Los Rodeos Airport,Tenerife,-16.35,28.49
TFS,Tenerife Sur Canary Is.,Sur Reina Sofia Airport,Tenerife,-16.57,28.04
TGD,Podgorica Montenegro,Podgorica Airport,Podgorica,19.25,42.37
TGG,Kuala Terengganu Malaysia,Sultan Mahmood Airport,Kuala Terengganu,103.11,5.38
TGM,Tirgu Mures Romania,Tirgu Mures Airport,Tirgu Mures,24.53,46.53
TGO,Tongliao China,Tongliao Airport,Tongliao,122.2,43.56
TGU,Tegucigalpa Honduras,Toncontin Airport,Tegucigalpa,-87.22,14.06
TGZ,Tuxtla Gutierrez Mexico,Angel Albino Corzo International Airport,Tuxtla Gutierrez,-93.02,16.56
THE,Teresina PI Brazil,Teresina Airport,Teresina,-42.82,-5.06
THQ,Tianshui China,NULL,Tianshui ,105.86,34.56
THR,Tehran(Mehrabad Intl) Iran,Mehrabad Airport,Tehran,51.32,35.69
TIA,Tirana Nene Tereza Intl Albania,Rinas Airport,Tirana,19.71,41.42
TID,Tiaret Bou Chekif Algeria,Bouchekif Airport,Tiaret,1.35,35.47
TIF,Taif Saudi Arabia,Taif Airport,Taif,40.55,21.48
TIJ,Tijuana Mexico,Rodriguez Airport,Tijuana,-116.97,32.55
TIP,Tripoli Libya,Tripoli International Airport,Tripoli,13.14,32.67
TIR,Tirupati India,Tirupati Airport,Tirupati,79.54,13.64
TJA,Tarija Bolivia,Tarija Airport,Tarija,-64.75,-21.55
TJM,Tyumen Roshchino Russian Fed.,Tyumen Airport,Tyumen,65.35,57.18
TKG,Bandar Lampung Indonesia,Branti Airport,Bandar Lampung,105.18,-5.24
TKQ,Kigoma Tanzania,Kigoma Airport,Kigoma,29.67,-4.88
TKS,Tokushima Japan,Tokushima Airport,Tokushima,134.59,34.14
TKU,Turku Finland,Turku Airport,Turku,22.28,60.51
TLC,Mexico City (Toluca) Mexico,Toluca Airport,Toluca,-99.67,19.28
TLE,Tulear Madagascar,Tulear Airport,Tulear,43.72,-23.39
TLH,Tallahassee FL USA,Tallahassee Regional Airport,Tallahassee,-84.34,30.4
TLL,Tallinn Estonia,Ulemiste Airport,Tallinn,24.8,59.42
TLM,Tlemcen Zenata-Messali El Hadj Algeria,Zenata Airport,Tlemcen,-1.45,35.02
TLN,Toulon/Hyeres France,Hyeres Airport,Toulon,6.16,43.09
TLS,Toulouse France,Blagnac Airport,Toulouse,1.37,43.63
TLV,Tel Aviv(Ben Gurion) Israel,Ben Gurion International Airport,Tel Aviv-Yafo,34.87,32
TMJ,Termez Uzbekistan,Termez Airport,Termez,67.32,37.28
TML,Tamale Ghana,Tamale Airport,Tamale,-0.88,9.41
TMM,Tamatave Madagascar,Tamatave Airport,Tamatave,49.39,-18.11
TMP,Tampere Finland,Tampere-Pirkkala Airport,Tampere,23.62,61.42
TMS,Sao Tome Is.,Sao Tome Island Airport,Sao Tome Island,6.72,0.38
TNA,Jinan China,Jinan Airport,Jinan,117.21,36.86
